Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Ragi,2002,Kharif     ,Bihar,20695.0,14237,1105.8,1959195.65,5173.75,0.736206897
Garlic,2000,Whole Year ,Haryana,286.0,2300,383.7,28076.62,74.36,5.085555556
Khesari,2001,Rabi       ,Chhattisgarh,415808.0,230495,1550.0,42466471.04,108110.08,0.578
Bajra,2012,Kharif     ,Maharashtra,788200.0,502400,1003.4,118860560.0,244342.0,0.658
Barley,2016,Rabi       ,Haryana,20800.0,75500,554.7,3187600.0,7280.0,3.608
Small millets,2013,Kharif     ,Arunachal Pradesh,22744.0,23825,2042.9,3286280.56,6140.88,1.045882353
Ragi,2004,Kharif     ,Bihar,15570.0,10512,1147.8,1686853.8,3269.7,0.655357143
Castor seed,2002,Kharif     ,Chhattisgarh,74.0,21,1001.4,7005.58,18.5,0.23125
Bajra,2017,Kharif     ,Jammu and Kashmir,12448.0,7403,1279.1,1959813.12,4730.24,0.602857143
Jowar,2000,Kharif     ,Kerala,463.0,236,2412.6,45452.71,120.38,0.51
Horse-gram,2010,Kharif     ,Uttarakhand,9690.0,8179,1419.0,1609605.9,2325.6,0.854545455
Urad,2013,Kharif     ,Uttarakhand,11132.0,8839,1735.4,1608462.68,3005.64,0.793076923
Rice,2000,Kharif     ,Goa,41000.0,96568,3886.9,4024970.0,10660.0,2.36
Potato,2016,Rabi       ,Tamil Nadu,1653.0,31493,912.4,253322.25,578.55,21.248
Urad,2013,Kharif     ,Gujarat,86413.0,52715,1006.5,12485814.37,23331.51,0.6348
Maize,2001,Kharif     ,Chhattisgarh,93820.0,69708,1550.0,9581836.6,24393.2,0.75375
Rice,2006,Kharif     ,Karnataka,1066981.0,2723038,1146.3,136264143.5,234735.82,2.428148148
Rice,1999,Kharif     ,Manipur,157050.0,364980,2092.7,16667716.5,42403.5,2.171111111
Arhar/Tur,2002,Rabi       ,Andhra Pradesh,8200.0,3004,648.1,776294.0,2050.0,0.299333333
Moong(Green Gram),2018,Summer     ,Madhya Pradesh,406.0,118,1102.2,65853.2,142.1,0.255925926
Moong(Green Gram),2013,Rabi       ,Madhya Pradesh,121485.0,49274,1451.4,17553367.65,32800.95,0.3775
Groundnut,2010,Rabi       ,Tripura,327.0,338,2348.3,54317.97,78.48,1.035
Wheat,2016,Rabi       ,Arunachal Pradesh,3910.0,7700,2933.7,599207.5,1368.5,2.105
Bajra,2018,Kharif     ,Tamil Nadu,31109.0,88494,986.2,5045879.8,10888.15,2.8308
Bajra,2005,Kharif     ,Maharashtra,1433800.0,932000,1387.2,171941296.0,301098.0,0.595454545
Groundnut,1999,Kharif     ,Jammu and Kashmir,8.0,4,667.1,849.04,2.16,0.51
Urad,2010,Summer     ,Puducherry,916.0,374,1434.5875,152156.76,219.84,0.626666667
Urad,2016,Kharif     ,Uttarakhand,12481.0,10194,1580.9,1912713.25,4368.35,0.862307692
Moong(Green Gram),2002,Kharif     ,Punjab,15700.0,10500,301.8,1486319.0,3925.0,0.703846154
Ragi,1999,Kharif     ,Tamil Nadu,163024.0,282833,922.8,17301737.12,44016.48,1.647916667
Castor seed,2009,Kharif     ,Assam,1157.0,492,1727.1,180283.74,196.69,0.427916667
Sunflower,1999,Summer     ,Maharashtra,14500.0,10700,1166.5,1538885.0,3915.0,0.783478261
Moong(Green Gram),2005,Kharif     ,Tamil Nadu,136699.0,45881,1364.1,16392944.08,28706.79,0.383571429
Rice,1998,Kharif     ,Arunachal Pradesh,115481.0,114116,3616.7,11409522.8,33489.49,0.965384615
Rice,2004,Winter     ,Jharkhand,980642.41,901045,1149.2,106242798.7,205934.9061,0.85
Urad,2001,Rabi       ,Karnataka,11853.0,4448,1002.9,1210546.89,3081.78,0.347142857
Other  Rabi pulses,2009,Rabi       ,Maharashtra,99100.0,43800,1002.4,15441762.0,16847.0,0.513461538
Urad,2016,Kharif     ,Arunachal Pradesh,1118.0,966,2933.7,171333.5,391.3,0.828333333
Sesamum,2010,Summer     ,Gujarat,75200.0,38100,1107.5,12491472.0,18048.0,0.616153846
Small millets,2006,Kharif     ,Tamil Nadu,52702.0,61473,927.9,6730572.42,11594.44,1.057826087
Peas & beans (Pulses),2003,Rabi       ,Haryana,994.0,1100,592.3,98386.12,238.56,0.975833333
Onion,2012,Whole Year ,Chhattisgarh,5428.0,18613,1366.8,818542.4,1682.68,3.120416667
Onion,2013,Whole Year ,Haryana,30163.0,672164,452.2,4358251.87,8144.01,22.45714286
Safflower,2015,Rabi       ,Chhattisgarh,734.0,247,1136.0,115905.94,242.22,0.3275
Groundnut,2019,Kharif     ,Jharkhand,26088.0,28782,1137.8,4480874.88,9652.56,0.977916667
Rice,1998,Kharif     ,Uttar Pradesh,5875153.0,11374070,743.4,580465116.4,1703794.37,1.865060241
Ragi,2001,Kharif     ,Chhattisgarh,10860.0,3210,1550.0,1109131.8,2823.6,0.283636364
Arecanut,2003,Whole Year ,Meghalaya,11189.0,14244,3321.3,1107487.22,2685.36,1.194285714
Gram,1997,Rabi       ,Meghalaya,443.0,270,3818.2,42160.31,137.33,0.613333333
Small millets,2014,Summer     ,Uttar Pradesh,46.0,43,616.4,6944.16,15.18,0.89
Cotton(lint),2015,Kharif     ,Madhya Pradesh,562000.0,714000,1000.7,88745420.0,185460.0,1.224545455
Arhar/Tur,2012,Kharif     ,Mizoram,205.0,200,2050.2,30914.0,63.55,1.15
Rice,1999,Kharif     ,Madhya Pradesh,5514025.0,6663769,1222.9,585203473.3,1488786.75,1.110508475
Rice,2001,Autumn     ,Bihar,2844474.0,4354156,1247.0,290506129.6,739563.24,1.409189189
Urad,2002,Kharif     ,Haryana,3475.0,600,353.9,328978.25,868.75,0.042857143
Ragi,2012,Kharif     ,Madhya Pradesh,415.0,127,1049.5,62582.0,128.65,0.194
Turmeric,2006,Whole Year ,West Bengal,13659.0,30069,1631.4,1744390.89,3004.98,1.942777778
Oilseeds total,1998,Whole Year ,Gujarat,2902856.0,3845031,775.6,286802172.8,841828.24,1.342105263
Rice,2001,Summer     ,Assam,325987.0,653036,1824.7,33293052.31,84756.62,1.806521739
Bajra,2011,Kharif     ,Uttar Pradesh,887967.0,1632879,777.4,148752231.8,293029.11,1.59890625
Turmeric,2019,Whole Year ,Kerala,2277.0,6653,3119.2,391097.52,842.49,2.848571429
Potato,2015,Rabi       ,Jammu and Kashmir,1532.0,14418,1572.6,241918.12,505.56,10.39166667
Ginger,2017,Whole Year ,Kerala,4370.0,18979,2664.8,688012.8,1660.6,3.752857143
Niger seed,2005,Kharif     ,Chhattisgarh,72798.0,12263,1292.7,8729936.16,15287.58,0.163571429
Ragi,2015,Kharif     ,Andhra Pradesh,26603.0,25402,940.7,4200879.73,8778.99,1.123333333
Coconut ,2017,Whole Year ,Assam,19917.0,178353000,2098.563636,3135732.48,7568.46,9156.942222
Bajra,2000,Kharif     ,Chhattisgarh,78.0,31,896.4,7657.26,20.28,0.473333333
Other Kharif pulses,2010,Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
Turmeric,2016,Kharif     ,Telangana,50566.0,305043,942.6,7749239.5,17698.1,5.839166667
Sesamum,2013,Kharif     ,Maharashtra,37700.0,10070,1409.8,5447273.0,10179.0,0.191034483
Urad,2011,Kharif     ,Madhya Pradesh,599209.0,162439,852.6,100379491.7,197738.97,0.2536
Rice,2010,Kharif     ,Tripura,264558.0,702473,2348.3,43945729.38,63493.92,2.5725
Linseed,2010,Rabi       ,Maharashtra,39300.0,10314,1389.0,6528123.0,9432.0,0.265
Rice,2001,Kharif     ,Goa,32746.0,79071,2530.6,3344348.98,8513.96,2.41
Ragi,2003,Kharif     ,Kerala,1504.0,1217,2386.0,148865.92,360.96,0.76
Sugarcane,1998,Whole Year ,Punjab,103000.0,6130000,588.6,10176400.0,29870.0,60.698
Other  Rabi pulses,2019,Rabi       ,Nagaland,10830.0,13810,1593.0,1860160.8,4007.1,1.281111111
Jute,2010,Kharif     ,Meghalaya,3881.0,34354,3119.7,644672.91,931.44,6.72
Urad,1999,Kharif     ,Himachal Pradesh,14612.0,5418,1144.9,1550771.56,3945.24,0.495454545
Maize,1997,Kharif     ,Haryana,26000.0,50000,661.2,2474420.0,8060.0,1.9725
Masoor,1998,Rabi       ,Uttar Pradesh,545528.0,395359,743.4,53898166.4,158203.12,0.7265
Maize,1997,Kharif     ,Andhra Pradesh,305100.0,791500,927.5,29036367.0,94581.0,2.201818182
Arecanut,2014,Whole Year ,Tamil Nadu,6732.0,8837,911.3,1016262.72,2221.56,1.561904762
Sunflower,2008,Kharif     ,West Bengal,10127.0,11007,1560.1,1448566.08,911.43,1.159375
Peas & beans (Pulses),1999,Rabi       ,West Bengal,7041.0,6027,2318.1,747261.33,1901.07,0.931333333
Khesari,2001,Rabi       ,Bihar,156420.0,127817,1247.0,15975174.6,40669.2,0.748055556
Groundnut,2010,Kharif     ,Punjab,2200.0,3900,392.7,365442.0,528.0,1.283333333
Maize,2003,Kharif     ,Mizoram,9765.0,19005,2499.5,966539.7,2343.6,1.981666667
Sunflower,2012,Kharif     ,Tamil Nadu,10782.0,11374,706.8,1625925.6,3342.42,1.1364
Sugarcane,2010,Kharif     ,Nagaland,4250.0,184920,1771.8,705967.5,1020.0,43.52909091
Jute,2015,Kharif     ,Madhya Pradesh,6000.0,6000,1000.7,947460.0,1980.0,1.0
Other  Rabi pulses,2016,Rabi       ,Karnataka,2706.0,513,1147.2,414694.5,947.1,0.081176471
Cardamom,2011,Whole Year ,Kerala,8510.0,723,3035.1,1425595.2,2808.3,0.03875
Moth,2000,Kharif     ,Gujarat,43800.0,3600,379.7,4299846.0,11388.0,0.058571429
Gram,2010,Rabi       ,Bihar,56895.0,59384,629.2,9450828.45,13654.8,0.956666667
Rice,2017,Kharif     ,Arunachal Pradesh,132000.0,233335,2745.5,20782080.0,50160.0,1.6915
Groundnut,1998,Summer     ,Maharashtra,134800.0,192700,1314.8,13318240.0,39092.0,1.293103448
Maize,2007,Kharif     ,Uttar Pradesh,812088.0,1167245,672.9,108332539.2,129934.08,1.360289855
Cotton(lint),2011,Kharif     ,Tamil Nadu,107036.0,302611,926.5,17930670.72,35321.88,3.036923077
Dry chillies,2006,Whole Year ,Chhattisgarh,6246.0,2135,1317.2,797676.66,1374.12,0.319444444
Groundnut,2018,Kharif     ,Tripura,1257.0,1670,2169.1,203885.4,439.95,1.31625
Wheat,2004,Rabi       ,Sikkim,5740.0,8250,1650.5,621871.6,1205.4,1.39
Bajra,2012,Kharif     ,Puducherry,9.0,27,1098.3,1357.2,2.79,3.0
Maize,2007,Kharif     ,Assam,18362.0,13317,2154.1,2449490.8,2937.92,0.60962963
Dry chillies,2014,Kharif     ,Puducherry,20.0,18,1330.0,3019.2,6.6,0.9
Onion,2014,Kharif     ,Jammu and Kashmir,110.0,99,1278.4,16605.6,36.3,0.84
Arecanut,2007,Whole Year ,Tamil Nadu,5553.0,11739,1067.2,740770.2,888.48,2.057391304
Coconut ,2009,Whole Year ,Assam,20368.0,185962000,1727.1,3173741.76,3462.56,8446.091481
Barley,2016,Kharif     ,Madhya Pradesh,116100.0,384790,1048.4,17792325.0,40635.0,3.232105263
Coconut ,2001,Whole Year ,Puducherry,2282.0,22204000,1434.5875,233060.66,593.32,9725.08
Bajra,2004,Kharif     ,Gujarat,770100.0,785900,719.8,83432634.0,161721.0,1.133333333
Castor seed,2002,Kharif     ,Bihar,316.0,312,1105.8,29915.72,79.0,0.992857143
Sesamum,2005,Kharif     ,Gujarat,364000.0,142500,942.4,43650880.0,76440.0,0.412727273
Other Kharif pulses,2016,Kharif     ,Manipur,1531.0,1717,2039.8,234625.75,535.85,1.138888889
other oilseeds,2011,Rabi       ,Uttarakhand,780.0,890,1564.7,130665.6,257.4,1.0675
Gram,2008,Rabi       ,Delhi,48.0,70,614.6,6865.92,4.32,1.46
Sannhamp,2014,Kharif     ,West Bengal,809.0,3361,1483.5,122126.64,266.97,4.1625
Horse-gram,2019,Kharif     ,Nagaland,540.0,580,1593.0,92750.4,199.8,1.041818182
Jute,2014,Kharif     ,Tripura,650.0,5564,2015.7,98124.0,214.5,8.45625
Ragi,1998,Rabi       ,Andhra Pradesh,15400.0,31200,1048.3,1521520.0,4466.0,1.966363636
Tobacco,2018,Kharif     ,Mizoram,340.0,418,1665.2,55148.0,119.0,1.0675
Other Kharif pulses,2007,Kharif     ,Haryana,2840.0,1200,443.8,378856.0,454.4,0.38
Linseed,2011,Rabi       ,Uttar Pradesh,31003.0,14073,777.4,5193622.56,10230.99,0.459487179
Masoor,2007,Rabi       ,Haryana,3430.0,2600,443.8,457562.0,548.8,0.786923077
Rice,2011,Summer     ,Assam,393619.0,1080072,1743.4,65939054.88,129894.27,2.489615385
Potato,2004,Whole Year ,Assam,73104.0,589070,2536.9,7920087.36,15351.84,7.482608696
Arhar/Tur,2008,Whole Year ,Tamil Nadu,27483.0,16703,1201.9,3931168.32,2473.47,0.606923077
Cashewnut,2007,Whole Year ,Kerala,58381.0,52402,3489.6,7788025.4,9340.96,0.579285714
Moong(Green Gram),2012,Rabi       ,Jammu and Kashmir,72.0,86,1116.7,10857.6,22.32,1.2
Onion,2011,Rabi       ,Andhra Pradesh,17378.0,444871,861.9,2911162.56,5734.74,24.52894737
Sesamum,2012,Kharif     ,Mizoram,697.0,507,2050.2,105107.6,216.07,0.625
Rice,2006,Winter     ,Kerala,143724.0,346763,3429.7,18354992.04,31619.28,2.286428571
Horse-gram,1998,Rabi       ,Andhra Pradesh,92000.0,27800,1048.3,9089600.0,26680.0,0.360952381
Groundnut,1997,Summer     ,Gujarat,99900.0,162200,798.9,9507483.0,30969.0,1.562631579
Other  Rabi pulses,1998,Rabi       ,Sikkim,2300.0,2546,3183.8,227240.0,667.0,1.06
Maize,2016,Summer     ,Uttarakhand,90.0,133,1580.9,13792.5,31.5,1.705
Urad,2002,Rabi       ,West Bengal,13493.0,8636,1629.1,1277382.31,3373.25,0.604545455
Sesamum,1998,Kharif     ,Madhya Pradesh,161800.0,40300,962.7,15985840.0,46922.0,0.257413793
Sweet potato,2006,Whole Year ,Kerala,505.0,6405,3429.7,64493.55,111.1,11.50071429
Sweet potato,2004,Whole Year ,Uttar Pradesh,23096.0,257051,704.0,2502220.64,4850.16,11.46550725
Other  Rabi pulses,2012,Rabi       ,Gujarat,19300.0,14200,460.6,2910440.0,5983.0,0.72
Ragi,2010,Kharif     ,Uttarakhand,119207.0,159286,1419.0,19801474.77,28609.68,1.428181818
Sugarcane,2015,Whole Year ,Manipur,6000.0,348000,1329.1,947460.0,1980.0,54.38111111
Potato,2006,Kharif     ,Nagaland,3500.0,31420,1362.5,446985.0,770.0,8.96
Rice,2003,Summer     ,West Bengal,1390148.0,4289454,1526.7,137596849.0,333635.52,2.879444444
Garlic,2015,Whole Year ,Madhya Pradesh,114786.73,1243137,1000.7,18125972.53,37879.6209,11.2916
Small millets,2017,Kharif     ,Puducherry,5.0,8,1582.4,787.2,1.9,1.6
Sannhamp,2010,Kharif     ,Uttar Pradesh,2065.0,675,742.6,343017.15,495.6,0.325294118
Safflower,2002,Rabi       ,Andhra Pradesh,19350.0,6776,648.1,1831864.5,4837.5,0.318181818
Barley,2017,Kharif     ,Jammu and Kashmir,93.0,33,1279.1,14641.92,35.34,0.354
Arhar/Tur,2000,Kharif     ,Gujarat,317900.0,107200,379.7,31208243.0,82654.0,0.385555556
Moong(Green Gram),2006,Kharif     ,West Bengal,874.0,325,1631.4,111618.54,192.28,0.4475
Bajra,2004,Kharif     ,Punjab,7000.0,7000,366.4,758380.0,1470.0,1.0
Maize,2014,Summer     ,Uttar Pradesh,62374.0,110903,616.4,9415979.04,20583.42,1.784310345
Jute,2003,Kharif     ,Nagaland,2000.0,11000,1709.8,197960.0,480.0,6.7575
Maize,2009,Kharif     ,Karnataka,1108434.0,2585194,1321.0,172716185.9,188433.78,2.418148148
Maize,2007,Summer     ,Uttarakhand,82.0,133,1924.3,10938.8,13.12,1.636666667
Potato,2009,Whole Year ,Delhi,88.0,21999,528.4,13712.16,14.96,249.99
Castor seed,2010,Kharif     ,Nagaland,270.0,180,1771.8,44849.7,64.8,0.626666667
Sesamum,2001,Kharif     ,Meghalaya,1331.0,694,4241.0,135935.03,346.06,0.568571429
Cowpea(Lobia),2017,Kharif     ,Nagaland,540.0,790,1722.1,85017.6,205.2,1.46
Urad,2018,Kharif     ,West Bengal,66685.0,43811,2012.6,10816307.0,23339.75,0.5755
Sugarcane,2016,Kharif     ,Nagaland,4420.0,192390,1959.8,677365.0,1547.0,43.71090909
Groundnut,2009,Autumn     ,West Bengal,2058.0,1886,1317.2,320677.56,349.86,1.015
Groundnut,2009,Kharif     ,Karnataka,609042.0,289045,1321.0,94900924.44,103537.14,0.577692308
Moong(Green Gram),2008,Kharif     ,Chhattisgarh,9230.0,2423,1117.9,1320259.2,830.7,0.252222222
Garlic,2010,Rabi       ,Jammu and Kashmir,562.0,490,1352.0,93353.82,134.88,0.854444444
Sunflower,2019,Kharif     ,Andhra Pradesh,1869.0,1306,899.2,321019.44,691.53,1.23
Banana,2017,Whole Year ,Manipur,6932.0,93477,1780.0,1091374.08,2634.16,13.48444444
other oilseeds,1998,Rabi       ,Mizoram,2080.0,1393,2640.7,205504.0,603.2,0.98
Black pepper,2008,Whole Year ,Karnataka,17451.0,73956,1164.1,2496191.04,1570.59,4.133571429
Soyabean,2005,Kharif     ,Nagaland,26660.0,32000,1568.6,3197067.2,5598.6,1.23
Barley,2002,Rabi       ,Madhya Pradesh,80761.0,101517,800.8,7645643.87,20190.25,1.405128205
Rapeseed &Mustard,2016,Rabi       ,Andhra Pradesh,5060.0,2086,890.0,775445.0,1771.0,0.348333333
Sugarcane,2010,Whole Year ,Meghalaya,68.0,180,3119.7,11295.48,16.32,2.35
Onion,2012,Rabi       ,Andhra Pradesh,14000.0,386000,968.7,2111200.0,4340.0,25.34375
Small millets,2004,Kharif     ,Madhya Pradesh,371536.0,97368,895.7,40252210.24,78022.56,0.256052632
Other Kharif pulses,2014,Kharif     ,Tripura,1300.0,792,2015.7,196248.0,429.0,0.60875
Maize,2000,Kharif     ,Jammu and Kashmir,330208.0,525800,989.5,32416519.36,85854.08,1.490833333
Maize,2005,Kharif     ,Sikkim,25450.0,61100,2041.6,3051964.0,5344.5,5.21
Sweet potato,2012,Kharif     ,Andhra Pradesh,131.0,1341,968.7,19754.8,40.61,10.002
Turmeric,1999,Whole Year ,Meghalaya,1458.0,8196,6200.3,154737.54,393.66,5.284285714
Gram,2003,Rabi       ,Uttarakhand,766.0,601,1734.3,75818.68,183.84,0.738888889
Dry chillies,2018,Rabi       ,Andhra Pradesh,14931.0,50585,1220.5,2421808.2,5225.85,3.401538462
Rapeseed &Mustard,2008,Rabi       ,Haryana,513982.0,894900,715.6,73519985.28,46258.38,1.947619048
Rice,2004,Autumn     ,Odisha,824000.0,677000,1290.4,89272160.0,173040.0,0.98
Turmeric,2019,Kharif     ,Telangana,55444.0,386596,1031.7,9523061.44,20514.28,7.013181818
Masoor,2002,Rabi       ,Jammu and Kashmir,193.0,92,933.2,18271.31,48.25,0.482
Sunflower,2007,Kharif     ,Puducherry,5.0,3,1434.5875,667.0,0.8,0.75
Horse-gram,2013,Rabi       ,Karnataka,102917.0,52585,1235.6,14870477.33,27787.59,0.492592593
Jowar,2014,Kharif     ,Tamil Nadu,235479.0,475144,911.3,35547909.84,77708.07,2.24125
Ragi,1999,Rabi       ,Karnataka,49448.0,51530,1203.8,5247916.24,13350.96,1.133333333
Ragi,2007,Kharif     ,Maharashtra,128300.0,123500,1257.2,17115220.0,20528.0,0.941818182
Rapeseed &Mustard,1998,Rabi       ,Uttar Pradesh,675105.0,557633,743.4,66700374.0,195780.45,0.7535
Wheat,1999,Rabi       ,Maharashtra,1041800.0,1425900,1166.5,110566234.0,281286.0,1.299655172
Other Cereals,2010,Kharif     ,Uttarakhand,69860.0,81040,1419.0,11604444.6,16766.4,1.115454545
Linseed,2009,Rabi       ,Jammu and Kashmir,135.0,78,751.7,21035.7,22.95,0.471666667
Potato,2019,Whole Year ,Kerala,490.0,6569,3119.2,84162.4,181.3,13.41
Sugarcane,2002,Whole Year ,Himachal Pradesh,2926.0,4649,890.8,277004.42,731.5,1.887142857
Other Summer Pulses,2017,Summer     ,Puducherry,15.0,42,1582.4,2361.6,5.7,2.8
Safflower,1997,Whole Year ,West Bengal,10800.0,3000,1852.9,1027836.0,3348.0,0.2975
Ragi,2003,Kharif     ,Uttarakhand,126421.0,165549,1734.3,12513150.58,30341.04,1.4
Ginger,2010,Whole Year ,Chhattisgarh,1880.0,2500,1283.1,312286.8,451.2,1.181764706
Soyabean,1998,Winter     ,Manipur,80.0,100,1855.0,7904.0,23.2,1.265
Rice,2002,Kharif     ,Jammu and Kashmir,236199.0,421457,933.2,22360959.33,59049.75,1.708333333
Sunflower,2001,Kharif     ,Madhya Pradesh,2035.0,905,955.0,207834.55,529.1,0.337368421
Gram,2016,Rabi       ,Maharashtra,1929130.0,1940925,1151.1,295639172.5,675195.5,0.9825
Linseed,2016,Rabi       ,Madhya Pradesh,119000.0,58000,1048.4,18236750.0,41650.0,0.558823529
Maize,2008,Summer     ,Karnataka,27868.0,87643,1164.1,3986238.72,2508.12,3.073928571
Urad,2019,Summer     ,Karnataka,223.0,105,1422.3,38302.48,82.51,0.437272727
Sugarcane,2013,Whole Year ,Kerala,2210.29,221520,3255.4,319364.8021,596.7783,59.56181818
Moth,2010,Kharif     ,Uttarakhand,22.0,9,1419.0,3654.42,5.28,0.405
Gram,2012,Rabi       ,Maharashtra,1134500.0,867900,1003.4,171082600.0,351695.0,0.712666667
Urad,2009,Rabi       ,Uttarakhand,207.0,113,847.8,32254.74,35.19,0.55
Other Summer Pulses,2016,Summer     ,Puducherry,10.0,8,1391.3,1532.5,3.5,0.8
Maize,2004,Rabi       ,Mizoram,719.0,1530,2640.8,77896.46,150.99,2.61
Onion,2018,Whole Year ,Assam,8211.0,84835,2372.9,1331824.2,2873.85,7.455185185
Sunflower,2006,Kharif     ,Nagaland,380.0,300,1362.5,48529.8,83.6,0.76
Tobacco,2005,Whole Year ,Mizoram,511.0,364,2075.4,61279.12,107.31,0.782857143
Moong(Green Gram),2003,Kharif     ,Haryana,25215.0,4000,592.3,2495780.7,6051.6,0.081875
Sugarcane,2010,Whole Year ,Himachal Pradesh,1628.0,37107,1319.8,270427.08,390.72,17.22
Mesta,2018,Kharif     ,Tripura,493.0,4118,2169.1,79964.6,172.55,8.14625
Turmeric,2016,Kharif     ,Jammu and Kashmir,14.0,14,902.8,2145.5,4.9,1.0
Sesamum,2012,Whole Year ,Tamil Nadu,33181.0,17179,706.8,5003694.8,10286.11,0.477241379
Garlic,2008,Whole Year ,Karnataka,5625.0,12378,1164.1,804600.0,506.25,2.644285714
Garlic,2010,Kharif     ,Jammu and Kashmir,41.0,31,1352.0,6810.51,9.84,0.755
Mesta,1997,Kharif     ,West Bengal,9689.0,89000,1852.9,922102.13,3003.59,9.154166667
Small millets,2014,Kharif     ,Tamil Nadu,20444.0,29892,911.3,3086226.24,6746.52,1.504090909
Sunflower,2010,Kharif     ,Madhya Pradesh,112.0,49,856.3,18604.32,26.88,0.37
Coriander,2012,Rabi       ,Himachal Pradesh,144.0,46,1035.0,21715.2,44.64,0.318
Barley,2007,Rabi       ,Punjab,16000.0,57000,527.2,2134400.0,2560.0,3.5
Coriander,1998,Whole Year ,Karnataka,17935.0,2982,1260.8,1771978.0,5201.15,0.118
Dry chillies,2002,Whole Year ,Meghalaya,1839.0,1150,4355.3,174098.13,459.75,0.62
Cowpea(Lobia),2014,Kharif     ,Karnataka,54977.0,24145,1238.5,8299327.92,18142.41,0.530740741
Masoor,2013,Rabi       ,Assam,29993.0,22364,1797.7,4333688.57,8098.11,0.6948
Moong(Green Gram),2000,Kharif     ,Punjab,29500.0,18400,405.3,2896015.0,7670.0,0.665
Arhar/Tur,2016,Kharif     ,Tamil Nadu,56560.0,37053,912.4,8667820.0,19796.0,0.591034483
Castor seed,2007,Kharif     ,Madhya Pradesh,1626.0,682,740.4,216908.4,260.16,0.328125
Rice,2009,Rabi       ,Mizoram,119.0,238,2086.3,18542.58,20.23,2.0
Cotton(lint),2000,Kharif     ,Manipur,60.0,20,1969.7,5890.2,15.6,0.33
Rapeseed &Mustard,2015,Rabi       ,Bihar,89657.0,94392,874.0,14157736.87,29586.81,1.002894737
Barley,2013,Rabi       ,Nagaland,530.0,540,1350.9,76579.7,143.1,1.01
Sugarcane,2009,Kharif     ,Uttar Pradesh,1977324.0,117139919,585.8,308106625.7,336145.08,50.34633803
Gram,1998,Rabi       ,Tamil Nadu,7620.0,6348,1077.1,752856.0,2209.8,0.843333333
Gram,1998,Rabi       ,Madhya Pradesh,2660500.0,2533700,962.7,262857400.0,771545.0,0.872881356
Other Kharif pulses,2017,Kharif     ,Kerala,1785.0,1614,2664.8,281030.4,678.3,1.017692308
Jowar,2019,Whole Year ,Chhattisgarh,1966.0,2535,1420.3,337680.16,727.42,1.22
Maize,2012,Kharif     ,Sikkim,39970.0,67950,3006.9,6027476.0,12390.7,1.66
Sweet potato,2002,Whole Year ,Chhattisgarh,2585.0,14824,1001.4,244721.95,646.25,5.37
Jowar,2002,Kharif     ,Madhya Pradesh,636951.0,586632,800.8,60300151.17,159237.75,0.852222222
Peas & beans (Pulses),2016,Rabi       ,Arunachal Pradesh,3645.0,5189,2933.7,558596.25,1275.75,1.505263158
Cardamom,2006,Kharif     ,Nagaland,900.0,1440,1362.5,114939.0,198.0,1.612
Other Cereals,2006,Rabi       ,Gujarat,45900.0,62100,1056.2,5861889.0,10098.0,1.219230769
Bajra,2018,Rabi       ,Tamil Nadu,15773.0,29516,986.2,2558380.6,5520.55,2.042692308
Sunflower,2015,Summer     ,Maharashtra,1020.0,1335,875.7,161068.2,336.6,0.644
Arecanut,2018,Whole Year ,Goa,1836.0,3296,4406.0,297799.2,642.6,1.895
Horse-gram,2001,Kharif     ,Andhra Pradesh,11412.0,4417,928.4,1165507.56,2967.12,0.368888889
Mesta,2013,Kharif     ,Assam,4444.0,29293,1797.7,642113.56,1199.88,5.858148148
Gram,2016,Rabi       ,Uttar Pradesh,561686.0,626294,965.3,86078379.5,196590.1,1.237164179
Other Kharif pulses,2007,Kharif     ,Jammu and Kashmir,1635.0,879,1042.2,218109.0,261.6,0.772307692
Garlic,2018,Whole Year ,Karnataka,4006.0,26551,1419.1,649773.2,1402.1,6.4125
Maize,2019,Rabi       ,Uttar Pradesh,14992.0,42414,814.5,2575025.92,5547.04,2.745813953
